1270.14 584.133
1465.98 630.809
1525.85 632.847
1540.64 639.866
1504.95 632.132
1817.47 739.24
1195.71 704.256
1056.27 813.02
1386.64 672.606
1226.88 581.978
1162.12 534.159
1263.07 788.799
1500.09 636.23
1420.71 634.047
1278.33 687.934
1128.46 920.747
1044.7 1178.89
1131.48 915.881
1061.32 1161.34
1109.29 1045.89
977.193 1208.45
1014.61 1028.17
1126.2 1065.03
1121.88 565.067
1095.64 866.092
1071.34 679.882
1170.86 826.767
1071.32 986.14
1155.34 841.483
1126.28 686.806
1170.43 858.079
1090.56 875.112
992.247 1334.29
1109.17 968.779
1109.38 798.791
1168.94 1000.31
1148.32 928.352
1038.13 1060.63
1156.0 624.496
1238.66 905.028
1123.66 878.224
1206.26 917.34
1131.65 1218.97
1248.89 985.15
1173.31 1153.58
1171.46 841.306
1090.42 924.3
1099.87 815.921
999.393 1119.69
1078.78 1003.61
1097.41 649.891
1122.25 576.829
1123.53 742.834
1101.31 1019.22
1133.91 620.879
1047.09 982.051
1126.06 1191.03
1238.61 967.098
1031.05 981.447
1061.58 896.041
1013.7 1018.29
1089.24 668.331
1100.89 860.464
1491.28 1269.45
1428.39 715.436
1197.18 883.268
1083.16 1314.89
1564.59 1075.96
1491.57 1071.98
1152.59 1037.59
1078.8 828.24
1412.88 1134.69
1156.86 1194.33
1215.59 903.253
1216.57 718.471
1275.33 1130.67
1384.86 1074.97
1411.35 978.837
1290.99 1043.5
1174.65 1276.21
1596.7 1176.94
1060.81 1063.31
1342.26 982.144
999.71 1281.65
1151.47 914.105
1389.92 1049.44
1125.9 849.318
1281.98 834.304
1250.41 839.805
1328.89 1214.03
1321.35 813.002
1080.24 1304.93
1075.75 974.875
1148.06 1080.96
1222.23 957.253
1279.72 1024.55
1168.69 1025.43
1600.01 933.415
1480.86 982.841
1156.91 1290.18
1299.38 827.029
1081.2 1149.93
1327.12 831.533
1592.01 1170.74
1111.34 1027.47
1137.87 758.239
1110.81 956.612
1311.98 1072.17
1124.59 1167.99
1593.54 1024.43
1299.32 966.521
1508.95 685.637
1219.45 1074.92
1039.6 1221.63
1159.05 1167.43
1214.01 1066.83
1307.99 851.097
1333.53 1271.91
1427.28 1270.9
1301.05 785.958
1376.67 798.879
1265.05 1045.57
1371.19 1150.45
1194.82 994.266
1339.76 1048.4
1113.09 723.674
1477.89 1007.27
1354.1 1237.16
1464.17 1053.86
1164.18 994.994
1068.45 1175.99
1166.68 913.431
1209.63 1147.57
1374.42 1123.76
1165.95 858.479
1366.18 1316.11
1561.92 1000.24
1420.23 998.917
1205.18 794.002
1543.84 940.443
1358.89 1157.09
1133.07 1056.46
1061.65 839.096
1201.48 957.512
1187.35 761.847
1411.39 1064.06
1169.4 1231.49
1275.67 1111.86
1083.97 1059.13
1343.78 946.06
1007.04 1183.46
1562.59 640.734
1229.64 880.636
1210.03 1001.18
1075.95 890.624
1308.15 1099.05
1254.38 1035.23
1216.82 1204.79
1281.65 1138.8
1251.5 1145.57
1321.95 936.261
1408.14 913.866
1470.53 1127.54
1616.69 1094.43
1265.39 1115.57
1400.7 751.985
1217.69 1071.11
1212.17 1118.16
1305.84 1168.49
1352.43 812.293
1374.94 870.649
1386.32 932.901
1501.76 1245.96
1167.4 886.898
1341.99 1122.19
1315.15 1032.91
1498.44 1033.45
1593.8 714.614
1315.27 956.749
1105.41 1016.66
1224.61 1017.26
1444.44 733.647
1411.61 739.18
1533.97 1103.52
1195.29 1201.12
1336.34 1007.62
1284.95 901.901
1460.33 1084.99
1410.73 971.137
1476.23 842.02
1265.54 1078.24
1377.45 832.006
1284.65 1061.87
1559.89 772.29
1744.74 769.145
1420.72 1189.99
1371.03 1190.65
1068.56 939.317
1133.63 1280.61
1183.82 1272.68
1307.92 948.815
1262.77 990.093
1323.78 1018.21
1210.33 1011.98
1141.23 1462.78
1263.48 922.517
1670.26 960.385
1312.1 1156.54
1502.49 1017.78
1057.51 844.992
1102.46 867.197
1571.59 1053.32
1162.16 1154.06
1234.97 913.598
1552.94 770.281
1130.88 796.727
1127.11 1027.67
1530.4 950.642
1187.63 1016.07
1564.46 742.119
999.722 1129.14
1076.54 1211.66
1209.11 660.936
1304.88 1001.29
1508.88 1211.19
1135.51 1139.91
1156.79 912.088
1258.7 904.171
1172.9 832.426
1182.07 887.51
1419.08 1107.77
1251.23 1199.73
1340.17 901.475
1484.02 768.307
1083.04 1204.66
1254.95 1193.31
1257.53 741.659
1664.85 880.03
1245.27 1151.51
1367.14 763.376
1470.61 951.008
1317.81 714.978
1135.53 702.383
1373.27 871.028
1454.13 1109.95
1101.06 787.543
1452.59 870.879
1126.33 1240.25
1307.73 923.681
1148.91 1002.94
1613.46 689.92
1334.93 645.399
1415.91 930.284
1330.8 915.703
1575.21 1020.18
1080.85 1308.37
1308.63 1077.21
1475.67 952.555
1231.19 1064.58
1135.84 1305.45
1375.92 905.584
1386.83 700.646
1284.65 1082.99
1275.56 1185.77
1494.08 882.633
1168.62 974.102
