1613.04 115.469
864.314 -173.922
-1139.18 2512.7
1905.77 -3112
-2189.65 -1632.11
-2153.77 1434.01
1359 1046.45
-1971.62 -137.102
-424.802 -1979.15
-1602.31 286.255
655.215 1409.09
2275.8 3383.12
-2126.55 1128.87
-1808.59 1020.58
3273.4 1433.54
-1196.93 1925.7
836.226 -1678.28
-2673.02 -3170.03
1402.57 637.045
21.6661 883.701
1261.04 683.189
-1131.33 -105.028
-115.862 -487.044
-1223.26 -57.8318
982.821 4462.18
269.976 1703.64
2953.89 -616.437
118.741 -1613.81
958.546 -263.498
-414.361 -2003.76
3601.92 2462.91
2915.52 2586.68
-2775.47 782.348
833.989 758.746
3361.22 776.25
719.77 1439.66
5596.27 -506.868
1672.44 -1597.88
1271.81 -1915.54
1102.81 1400.82
-1968.36 2831.69
1327.75 -1525.17
2003.59 -1888.4
4106.6 -3016.46
2181.26 -3134.81
1198.66 961.25
3062.73 2511.07
1394.32 -1064.15
597.45 -410.626
488.899 601.689
1199.63 5793.82
2903.69 4487.66
163.321 412.869
210.334 92.5726
-604.086 138.037
402.881 83.168
976.647 1698.72
-116.432 -1216.5
-809.432 -837.564
-229.297 -30.3846
3188.98 -128.829
445.513 -496.888
-2694.73 1055.35
13.1839 -1716.83
-527.253 431.836
1128.8 -1779.1
-866.095 2637.75
-1359.59 -1511.19
1141.29 3601.42
-1951.51 1834.77
4224.95 -1645.43
1907.03 129.061
-868.296 -1710.92
-46.3513 -1249.05
3243.54 1763.56
103.003 34.7356
4863.13 -1454.37
2110.14 609.895
-1606.43 2322.04
1830.27 -1437.18
1758.85 -101.158
-1566.61 -901.627
-277.684 111.595
-1930.27 3139.11
-3431.54 792.066
3401.41 3307.16
-1009.53 247.232
-1165.05 1492.01
4170.82 -2891.49
744.92 630.324
-2246.97 843.024
2372.76 2985.94
-1014.68 -757.206
-1255.26 -1030.26
1069.1 2354.95
1815.95 -672.686
-1202.65 207.975
-1990.19 -2392.4
601.467 1112.46
2231.33 2363.42
-3166.31 -828.878
-728.039 1278.56
1655.09 3043.1
-2189.43 -1671.48
186.682 -2317.36
-1390.19 3155.21
-1685.38 -38.4243
4296.37 -1576.76
-1377.88 -1053.43
794.503 1901.54
5351.79 649.642
-2991.08 2692.17
220.337 1988.08
3406.24 414.523
1889.35 2403.16
4556.16 181.73
-1952.05 1264
-892.692 25.9366
-683.33 -3397.92
-668.582 -101.117
-4397.48 328.25
-1526.54 -931.607
1974.25 1431.31
-840.328 -605.883
-247.975 1872.74
-268.512 2409.88
4587.59 -512.367
3355.52 2864.4
-598.869 4262.07
607.472 2537.98
2512.13 1081.62
1787.32 2093.16
1758.01 -1517.07
562.839 -808.304
1490.21 1870.07
-196.552 -1922.3
1000.68 40.1673
1045.25 2936.17
3279.95 702.535
-1036.84 249.656
3769.3 1410.05
-1885.94 3139.6
3420.35 -5442.99
1034.27 -341.396
-2582.91 -334.326
-679.272 250.796
-1617.49 4493.93
-378.072 1822.41
205.475 206.231
-320.518 3549.88
2459.41 -495.943
2343.1 -1209.26
-507.438 1171.25
1007.89 -903.489
2132.53 4312.17
